,name,first_week,boxoffice,type,duration,release_time,technology,location,director,director_link,actor,production_company,issuing_company
96,邹碧华,,2072.3,剧情/传记,90,2017-10-4,2D,中国,王兴东 Xingdong Wang,http://www.cbooo.cn/p/35875,佟瑞欣 Ruixin Tong;;;王诗槐 Sihuai Wang;;;刘小锋 Xiaofeng Liu;;;牛犇 Ben Niu;;;赵静 Jing Zhao,;;;最高人民法院影视中心 Supreme People's Court Film and TV Center,
97,相爱相亲,682,1825.7,剧情/爱情/家庭,121,2017-11-3,2D,中国台湾/中国,张艾嘉 Sylvia Chang,http://www.cbooo.cn/p/4745,田壮壮 Zhuangzhuang Tian;;;郎月婷 Yue-ting Lang;;;宋宁峰 Ning Song;;;吴彦姝 Yanshu Wu;;;耿乐 Le Geng;;;谭维维 Sitar Tan;;;刘若英 Rene Liu;;;王志文 Zhiwen Wang;;;李雪健 Xuejian Li;;;张艾嘉 Sylvia Chang,";;;北京海润影业股份有限公司 Beijing Hairun Pictures Co.,Ltd;;;松泽国际影业股份有限公司 Songze International Pictures",";;;天津猫眼文化传媒有限公司 Tianjin Maoyan Media Co.,Ltd;;;   华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd"
98,相声大电影之我要幸福,1425,1789.8,喜剧/剧情,92,2017-12-1,2D,中国,张鹤栾 Heluan Zhang,http://www.cbooo.cn/p/2301916,郭德纲 Degang Guo;;;于谦 Qian Yu;;;岳云鹏 Yunpeng Yue;;;郭麒麟 Qi-lin Guo;;;张鹤伦 Helun Zhang;;;孟非 Fei Meng;;;侯震 Zheng Hou;;;阎鹤祥 Hexiang Yan;;;孙越 Yue Sun;;;张云雷 Yunlei Zhang;;;张鹤帆 Hefan Zhang;;;王耀宗 Yaozong Wang;;;郎鹤焱 Heyan Lang;;;黎心韵 Xinyun Li;;;黄健翔 Jianxiang Huang;;;刘威 Wei Liu;;;肖剑 Jian Xiao;;;姜超 Chao Jiang;;;潘长江 Changjiang Pan;;;杨九郎 Yang Jjiulang,,";;;中国电影集团公司 China Film Group Corporation;;;北京先锋传奇影视文化有限公司 Beijing Xianfeng Chuanqi Entertainment Co.,Ltd;;; 东阳影响力电影发行有限公司 Dongyang Yingxiangli Movie Distribution Co.,Ltd"
99,美好的意外,1083,1762.4,奇幻/喜剧,105,2017-6-2,2D,中国,何蔚庭 Wi Ding Ho,http://www.cbooo.cn/p/41006,桂纶镁 Lun-mei Guey;;;王景春 Jingchun Wang;;;王元也 William;;;欧阳娜娜 Nana Ouyang;;;陈坤 Kun Chen,";;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;; Showbox;;;华谊兄弟国际有限公司 Huayi Brother International Co.,Ltd;;; Megabox",";;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;;华谊兄弟国际有限公司 Huayi Brother International Co.,Ltd"
100,极致追击,1016,1754.5,动作/悬疑/犯罪,95,2017-9-30,3D,中国,查尔斯·马丁 Charles Martin,http://www.cbooo.cn/p/2281558,奥兰多·布鲁姆 Orlando Bloom;;;吴磊 Lei Wu;;;任达华 Simon Yam;;;昆凌 Hannah Quinlivan;;;熊黛林 Lynn Xiong;;;梁静 Jing Liang;;;英达 Da Ying;;;释彦能 Yanneng Shi;;;常戎 Rong Chang;;;白梓轩 Tom Price;;;王若溪 Ruoxi Wang;;;张文俊 Wenjun Zhang;;;易正福 Zhengfu Yi,";;;上海熙颐文化传媒有限公司 Shanghai Bliss Media Co.,Ltd;;;长影集团有限责任公司 Changchun Film Group;;; 霍尔果斯熙颐文化传媒有限公司;;; 浙江科地影业有限公司 Zhejiang Kedi Film Co.,Ltd;;; 内蒙古熙颐蒙高乐影视传媒有限公司;;; 北京无限自在文化传媒股份有限公司 Beijing Wishart Communication Co.,Ltd;;;北京启泰远洋文化传媒有限公司 Beijing Qitai Yuanyang Media Co.,Ltd",";;;上海熙颐文化传媒有限公司 Shanghai Bliss Media Co.,Ltd;;;大地时代电影发行（北京）有限公司 Dadi Century Films Distribution（Beijing）Co.,Ltd"
101,缉枪,511,1645.3,犯罪/剧情/动作/警匪,106,2017-6-23,2D,中国,徐兵 Bing Xu,http://www.cbooo.cn/p/1868406,白举纲 Pax Congo;;;热依扎 Rayza;;;连奕名 Yiming Lian;;;洪剑涛 Jiantao Hong;;;王泷正 Long Zheng Wang;;;童苡萱 Elena;;;戚云鹏 Yun Peng Qi,";;;西安曲江春天融和影视文化有限责任公司 Xi'an Qujiang Chuntian Ronghe  Film & Television Media Co.,Ltd;;;瑞格嘉尚（天津）文化传播有限公司;;; 海宁纸兵工作室传媒有限公司 Haining Zhibing Studio  Media Co.,Ltd;;;  海宁文玖影视传媒有限公司 Haining Wenjiu Entertainment Co.,Ltd;;;霍尔果斯春天融合传媒有限公司 Huoerguos spring fusion media co., LTD;;;霍尔果斯青春光线影业有限公司 Khorgos Youth Enlight Pictures Co.,Ltd;;;北京华映星球国际文化发展有限公司 Beijing Huaying Xingqiu International Media Co.,Ltd",";;;霍尔果斯天天影业有限公司;;; 环球联影影视文化（北京）有限公司 Huan Qiu Lian Ying Entertainment（Beijing）Co.,Ltd;;; 深圳顶峰时代影业有限公司 Top-Vision"
102,抢红,1317,1625.4,动作/犯罪/枪战,90,2017-5-19,2D,中国香港/中国,黎明 Leon Lai,http://www.cbooo.cn/p/548,杜鹃 Jennifer Du;;;王耀庆 Yaoqing Wang;;;张涵予 Hanyu Zhang;;;南伏龙 Fulong Nan;;;黎明 Leon Lai,";;;北京快乐新升文化传播有限公司 Beijing Kuaile Xinsheng Media Co.,Ltd;;;百仕活影视制作有限公司;;; 寰亚电影制作有限公司 Media Asia Film Production Co., Ltd.;;;寰亚电影发行（北京）有限公司 Media Asia Film Distribution (Beijing) Co.,Ltd",";;;寰亚电影发行（北京）有限公司 Media Asia Film Distribution (Beijing) Co.,Ltd;;;北京无限自在文化传媒股份有限公司 Beijing Wishart Communication Co.,Ltd;;;北京众合千澄影视文化传媒有限公司 Beijing Zhong Qian Chengcheng Culture Co.,Ltd;;;宗宗影视文化（天津）有限公司;;; 霍尔果斯众合千澄影业有限公司 Horgos Zhonghe Qiancheng Pictures Co.,Ltd;;; 上海电影股份有限公司影视发行分公司 Eastern Mordor;;;四海电影发行联盟 Sihai Distribution Association"
103,健忘村,1087,1604.9,喜剧/奇幻/武侠/古装,116,2017-1-27,2D,中国台湾/中国,陈玉勋 Yu-Hsun Chen,http://www.cbooo.cn/p/38254,舒淇 Hsu Chi;;;王千源 Qianyuan Wang;;;张孝全 Hsiao-chuan Chang;;;曾志伟 Eric Tsang;;;杨祐宁 Tony Yang;;;张少怀 Shao-Huai Chang;;;许杰辉 Jiehui Xu;;;顾宝明 Gu Baoming;;;林美秀 Meishiu Lin;;;陈竹升 Bamboo Chen;;;柯宇纶 Yue-Lin Ko;;;黄健玮 Jianwei Huang,";;;北京影行天下文化传播有限公司  Bei Jing Ying Xing Tian Xia Culture Communication Co., LTD;;;光环影业有限公司 Guanghuan Pictures Co.,Ltd;;;影一制作所股份有限公司 Yingyi Production Co.,Ltd;;;   美商华纳兄弟（远东）股份有限公司台湾分公司 American businessmen warner bros. (far east) co., LTD., Taiwan branch;;;相信音乐唱片公司 Trust music record company;;;纬来电视网股份有限公司 Weilai TV Net Co.,Ltd;;; 光环传媒股份有限公司 Guanghuan Entertainment Co.,Ltd;;; 百度在线网络技术（北京）有限公司 Baidu",";;;五洲电影发行有限公司 Wuzhou Film Distribution;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd"
104,豆福传,1229,1592.5,动画,82,2017-7-28,2D/3D,中国,邹燚 Yi Zou,http://www.cbooo.cn/p/2227432,陈佩斯 Peisi Chen (voice);;;李立群 Lichun Lee (voice);;;季冠霖 Guanlin Ji (voice);;;付博文 Bowen Fu (voice),";;;深圳市昂驰动画设计有限公司  Shenzhenshi Angchi Animation Co.,Ltd;;;  宝丽星股份有限公司 Polystar;;;沈阳猛犸数字媒体有限公司 Shenyang Mammoth Digital Media Co., Ltd;;;华尚腾威(北京)文化传媒有限公司 Huashang Tengwei (Beijing) Cultural Media Co., Ltd.;;;北京天工异彩影视科技有限公司 Beijing Tiangong Yicai Film Co.,Lod;;;虫二传奇创意文化（北京）有限责任公司;;; 上海万麟文化传播有限公司 Shanghai Wanlin Cultural Communication Co., Ltd",";;;北京微影时代科技有限公司 Beijing Weiying Shidai Technology Co.,Ltd;;;娱跃影业（天津）有限公司 Yuyue Film (Tianjin) Co.,Ltd;;; 霍尔果斯友梦文化传播有限公司 Huoerguosi Youmeng Media Co., Ltd.;;;星乐伟业（北京）文化传播有限公司 Xingle Weiye（Beijing）Media Co.,Ltd;;;天津银河文化传媒有限公司 Tianjing Yinhe Media Co.,Ltd;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd;;;北京时代黎明文化传媒有限公司 Beijing Time Dawn Media Co.,Ltd"
105,我的爸爸是国王,292,1570.5,动画/喜剧,84,2017-5-27,2D/3D,中国,"牛志远 Zhiyuan Niu,刘骏 Jun Liu","http://www.cbooo.cn/p/2194721,http://www.cbooo.cn/p/2211327",吕豆 Lv Dou (voice);;;禹祥  (voice);;;绿绮 Voice (voice);;;小鹿 Xiao Lu (voice),";;;深圳前海腾清动漫文化有限公司 Shenzhen Qianhai Tengqing Animation Media Co.,Ltd",";;;北京先锋传奇影视文化有限公司 Beijing Xianfeng Chuanqi Entertainment Co.,Ltd;;; 深圳前海腾清动漫文化有限公司 Shenzhen Qianhai Tengqing Animation Media Co.,Ltd"
106,神秘家族,1127,1545.0,惊悚/悬疑,122,2017-4-21,2D,中国,朴裕焕 Yu-hwan Park,http://www.cbooo.cn/p/2219112,林依晨 Ariel Lin;;;姜武 Wu Jiang;;;陈晓 Xiao Chen;;;惠英红 Kara Hui;;;蓝正龙 Ching-Lung Lan;;;安琥 Hu An,";;;华策影业（天津）有限公司 Huace Pictures (Tianjin) Co.,Ltd",
107,提着心吊着胆,,1368.6,喜剧/犯罪/悬疑,97,2017-5-12,2D,中国,李雨禾 Yuhe Li,http://www.cbooo.cn/p/2281354,陈玺旭 Xixu Chen;;;高叶 Ye Gao;;;任素汐 Suxi Ren;;;曹瑞 Cao Rui;;;董博 Bo Dong;;;耿一正 Yizheng Geng;;;楼云飞 Yunfei Lou;;;陈春生 Chunsheng Chen,";;;合一影业有限公司 Heyi Pictures Co.,Ltd;;;  国家新闻出版广电总局电影卫星频道节目制作中心 China Movie Channel SARFT;;;北京星宏影视文化有限公司;;; 娱跃影业（天津）有限公司 Yuyue Film (Tianjin) Co.,Ltd",";;;娱跃影业（天津）有限公司 Yuyue Film (Tianjin) Co.,Ltd;;; 北京微影时代科技有限公司 Beijing Weiying Shidai Technology Co.,Ltd;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd;;;全国艺术电影发行联盟;;; 中国电影资料馆 China Film Archive;;;霍尔果斯鑫岳影视传媒有限公司 Horgos Xinyue Entertainment Co.,Ltd;;; 上海鑫岳影视传播股份有限公司 Xinyue Pictures Co.,Ltd"
108,上海王,774,1365.3,爱情/黑帮/动作,111,2017-2-17,2D,中国,胡雪桦 Sherwood Hu,http://www.cbooo.cn/p/6310,胡军 Jun Hu;;;余男 Nan Yu;;;凤小岳 Rhydian Vaughan;;;秦昊 Qin Hao;;;郭采洁 Amber Kuo;;;白灵 Bai Ling;;;李梦 Meng Li;;;刘佩琦 Liu Peiqi;;;曹可凡 Kefan Cao;;;徐冬冬 Raquel;;;李雪健 Xuejian Li,";;;上海胡氏文化传媒有限公司 Shanghai Hushi Media  Co.,Ltd",";;;象山枫海传媒科技有限公司 Xiangshan Fenghai Media Technology Co.,Ltd;;;霍尔果斯风筝影业有限公司 Khorgas Kite Entertainment Co.,Ltd"
109,情遇曼哈顿,1032,1348.2,爱情/歌舞,103,2017-10-13,2D,中国,李巨源 Peter Lee,http://www.cbooo.cn/p/1947841,王丽坤 Likun Wang;;;高以翔 Godfrey Kao;;;李媛 Yuan Li;;;王传君 Eric,";;;万达影视传媒有限公司 Wanda Media Co., Ltd;;;盈娱制作有限公司;;; 上海乾澄影视文化有限公司;;; 陕西旅游集团影视文化有限公司 Shanxi Tourism Group Entertainment Co.,Ltd;;;  霍尔果斯非映画影视文化有限公司;;; 上海盛万影视文化有限公司 Shanghai Shengwan Entertainment Co.,Ltd",";;;霍尔果斯五洲电影发行有限公司;;; 华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd;;;万达影业（青岛）有限公司 Wanda Pictures（Qingdao）Co.,Ltd"
110,临时演员,708,1294.4,爱情/喜剧,93,2017-5-27,2D,中国,"钱江汉 Cub Chin Kong-Hon,黄志伟 Chi Wai Wong","http://www.cbooo.cn/p/1862273,http://www.cbooo.cn/p/2088",郑恺 Ryan Zheng;;;热依扎 Rayza;;;郭晓东 Xiaodong Guo;;;殷桃 Tao Yin;;;林保怡 Bowie Lam;;;林雪 Suet Lam;;;詹瑞文 Sui-man Chim;;;曹扬 Yang Cao,";;;世纪影业有限公司 Century Motion Pictures & Dist.Co.Ltd;;;六瞳国际文化传媒（北京）有限公司 Lotus Film Media (Beijing) Co.,Ltd;;;北京聚迷互动影视传媒有限公司 Beijing Jumi Interactive Entertainment Co.,Ltd;;; 扬州富海国龙影视投资中心（有限合伙） Yangzhou Fuhai Guolong Entertainment（Limited Partnership）;;;京基集团 Kingkey Group;;;杭州南宋御街文化传媒有限公司 Hangzhou Nansong Yujie Media Co.,Ltd;;;霍尔果斯捷成瑞吉祥影视传媒有限公司 Horgos Jiechengrui Jixiang Entertainment Co.,Ltd;;;霍尔果斯莱比特影业有限公司;;; 天津华谊兄弟卖座网电影发行有限公司 Tianjin Huayi Brothers Blockbuster Films Ltd.;;;天津滨海影视传媒有限公司",";;;北京星美影视发行有限公司 Beijing Xingmei Entertainment Distribution Co.,Ltd"
111,碟仙诡谭2,713,1279.7,惊悚/恐怖,86,2017-3-10,2D/3D,中国,雷宇扬 Simon Loui,http://www.cbooo.cn/p/3788,张韶涵 Angela Chang;;;方力申 Alex Fong;;;惠英红 Kara Hui;;;雷宇扬 Simon Loui;;;罗翔 Xiang Luo;;;孙艺铭 Yi Ming Sun;;;王子腾 Zi-teng Wang;;;丁川 Chuen Ting;;;胡悦 Yue Hu,";;;西部电影集团有限公司 Western Movie Group;;;宁波视尚深度影业有限公司 Ningbo Shishang Shendu Pictures Co.,Ltd;;;上海麦作投资有限公司 Shanghai Maizuo Investment Co.,Ltd;;; 北京嘉傲泰和影视文化传媒有限公司 Beijing Jia Ao Tai He film culture media Co., Ltd.;;;中尚明扬（北京）文化传媒有限公司 Zhongshang Mingyang（Beijing） Media Co., Ltd;;;上海摩歌文化传媒有限公司 Shanghai Moge Media Co.,Ltd;;;  北京核子动力影业有限公司",";;;北京开启者文化传媒有限公司 Beijing Kaiqizhe Media Co.,Ltd;;;  北京帧画影视文化传播有限公司 Beijing Zhenhua Media Co.,Ltd;;;北京优壹文化有限公司 Beijing Youyi Culture Co.,LTD;;; 北京灿映影视文化传播有限公司 Beijing Canying Entertainment （Beijing）Co.,Ltd;;; 成都润鼎文化传媒有限公司 Chengdu Runding Media Co.,Ltd;;; 明日世界（北京）影业有限公司 MIngri Shijie （Beijing）Pictures Co.,Ltd"
112,守边人,,1271.5,剧情,90,2017-10-17,2D,中国,方军亮 Junliang Fang,http://www.cbooo.cn/p/1865725,刘佩琦 Liu Peiqi;;;刘圆媛 Yuanuyan Liu,,
113,小猫巴克里,650,1224.1,动画/儿童/亲情/奇幻/冒险,86,2017-12-30,2D,中国/中国台湾,邱立伟 Li Wei Chiu,http://www.cbooo.cn/p/2302436,郭馨雅 Xinya Guo (voice);;;徐巾淇 Jinqi Xu (voice);;;屈中恒 Chung-heng Chu (voice);;;蒋笃慧 Duhui Jiang (voice);;;陈幼文 Youwen Chen (voice);;;贺宇杰 Yujie He (voice);;;傅品晟 Pinsheng Fu (voice);;;江志伦 Zhilun Jiang (voice);;;马国尧 Guoyao Ma (voice),";;;北京太合环球影业投资有限公司 Beijing Taihe Huanqiu Pictures Investment Co.,Ltd;;;兔子创意股份有限公司 Tuzi Creation Co.,Ltd;;;龙马文创股份有限公司  Longma Wenchuang Co.,Ltd",";;;霍尔果斯鑫岳影视传媒有限公司 Horgos Xinyue Entertainment Co.,Ltd;;; 环球联影影视文化（北京）有限公司 Huan Qiu Lian Ying Entertainment（Beijing）Co.,Ltd;;; 沈阳北联喜鹊电影有限公司 Shenyang Beilian Xique Film Co.,Ltd;;; 上海鑫岳影视传播股份有限公司 Xinyue Pictures Co.,Ltd"
114,兄弟，别闹！,907,1208.9,喜剧,90,2017-11-10,2D,中国,"高晓攀 Xiao Pan Gao,孙集斌","http://www.cbooo.cn/p/2210898,http://www.cbooo.cn/p/2243381",高晓攀 Xiao Pan Gao;;;尤宪超 Xian Chao You;;;于莎莎 Yu Sha Sha;;;李璨琛 Sam Lee;;;彭敬慈 King-chi Pang;;;利晴天 Neslon Li;;;万国鹏 Guopeng Wan;;;钱波 Qian Bo;;;王劲松 Jinsong Wang;;;钱波 Qian Bo;;;宫哲 Zhe Gong;;;金霏 Jin Fei;;;田雨 Yu Tian;;;王劲松 Jinsong Wang;;;衣云鹤 Yunhe Yi;;;刘循子墨 Xunzimo Liu;;;张本煜 Benyu Zhang,";;;万达影视传媒有限公司 Wanda Media Co., Ltd;;;深圳市无限界影视传媒有限公司 Shenzhenshi Wuxianjie Entertainment Co.,Ltd;;; 北京晓攀文化传媒有限公司 Beijing Xiaopan Media Co.,Ltd;;; 深圳市大象影业有限公司 Shenzhen elephant Pictures Co., Ltd;;;深圳锋线影视传媒有限公司 Shenzhen frontline film and television media Co., Ltd;;;深圳巨隆影视文化有限公司 Shenzhen Julong Entertainment Co.Ltd;;; 北京南宋御街文化传媒有限公司    Beijing Nansong Yujie Media Co.,Ltd;;; 北京春秋永乐文化传播有限公司 Beijing Chunqiu Yongle Media Co.,Ltd;;; 映美传世（北京）文化传媒有限公司 Yingmei Chuanshi（Beijing）Media Co.,Ltd",";;;霍尔果斯五洲电影发行有限公司;;; 华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd"
115,六年，六天,167,1162.0,剧情/爱情,96,2017-10-17,2D,中国,沈东 Dong Shen,http://www.cbooo.cn/p/1866546,王骁 Lawrence Wang;;;姜瑞佳 Ruijia Jiang;;;高云翔 Yunxiang Gao;;;冯远征 Yuanzheng Feng;;;张凯丽 Kaili Zhang;;;苗圃 Pu Miao;;;吴刚 Gang Wu;;;龚洁 Jie Gong;;;吴军 Jun Wu;;;田牧宸 Muchen Tian,";;;国家新闻出版广电总局电影卫星频道节目制作中心 China Movie Channel SARFT;;;新友玺月（北京）文化传媒有限公司  Xin You Xi Yue（Bei Jing）Culture Media Co., LTD;;;天津北方电影集团有限公司 TianJin BeiFang Film Group Co., LTD;;;青岛圣宝龙影视文化传媒投资;;; 浙江九盛影视文化有限公司 Zhejiang Jiusheng Entertainment Co.,Ltd;;; 江苏中瀚文化发展有限公司",
116,怨灵2,601,1143.2,惊悚/恐怖,89,2017-10-12,2D,中国,李勇昌 Ryon Lee,http://www.cbooo.cn/p/2275973,苏查拉·玛娜英 Sushar Manaying;;;李川 Chuan Li;;;陈立谦 Teddy Chin;;;倪慕斯 Muse Nee;;;卢洋 Yang Lu;;;宋词 Ci Song,";;;浙江和文影视有限公司 Zhejiang Hewen Entertainment Co., Ltd;;;北京尚丰影视传媒有限公司 Beijing Shangfeng Entertainment Co.,Ltd;;;北京家乐影业有限公司 Beijing Jiale Pictures Co.,Ltd;;;北京和丽影业有限公司;;; 北京威曼信息科技有限公司",";;;霍尔果斯众合千澄影业有限公司 Horgos Zhonghe Qiancheng Pictures Co.,Ltd"
117,你若安好,141,1139.1,剧情,94,2017-10-17,2D,中国,刘抒鹃 Shujuan Liu,http://www.cbooo.cn/p/1866898,保剑锋 Jianfeng Bao;;;隋源 Yuan Sui;;;孙茜 Qian Sun;;;田牧宸 Muchen Tian;;;李木子 Muzi Li;;;翟小兴 Xiaoxing Zhai,";;;深圳广播电影电视集团 Shenzhen Radio, Film＆Television Group;;;扬州广播电视总台 Yangzhou Radio and Television Station;;;长影集团有限责任公司 Changchun Film Group;;; 深圳电影制片厂有限公司 Shenzhen Film Studio;;;赵氏兄弟影业（鄂尔多斯）有限公司;;; 廊坊国华影视基地;;; 中国电影集团公司 China Film Group Corporation",
118,中国推销员,722,1120.9,剧情/动作/枪战/爱情/战争,110,2017-6-16,2D,中国,檀冰 Bing Tan,http://www.cbooo.cn/p/1866248,李东学 Ethan Li;;;迈克·泰森 Mike Tyson;;;史蒂文·席格 Steven Seagal;;;李艾 Ai Li;;;王自健 Zi Jian Wang;;;安妮克·阿斯克渥德 Janicke Askevold;;;艾瑞克·艾伯纳尼 Eriq Ebouaney,";;;北京金神影视文化有限公司 Beijing Jinshen Film Culture Co., Ltd.;;;嘉兴市广播电视集团;;; 深圳市银河星辰文化投资有限公司;;; 山东慈恩源文化传媒有限公司 Shandong Cienyuan Media Co.,Ltd;;;北京华夏星光文化传媒有限公司 Beijing Huaxia Xingguang Media Co.,Ltd;;; 东莞市华夏星光影视文化传媒有限公司;;; 中保宇投资有限公司;;; 万达影视传媒有限公司 Wanda Media Co., Ltd;;;电广传媒影业(北京)有限公司 TIK Films（Beijing）Pictures Co.,Ltd;;;中国数字文化集团有限公司 China Digital Culture Group Co.,Ltd;;;广东南方领航影视传播有限公司 Guangdong Nanfang Linghang Entertainment Co.,Ltd;;;北京歌华有线电视网络股份有限公司 Bei Jing Ge Hua Wei Xian Dian Shi Wang Lao Gu Bin Co., LTD;;;山东沃尔德影视传媒有限公司 Shandong Woerde Media Co.,Ltd;;;深圳市电影发行放映有限公司  Shenzhen Film Distribution Co.,Ltd",;;;五洲电影发行有限公司 Wuzhou Film Distribution
119,咕噜咕噜美人鱼2,592,1072.5,动画/儿童/奇幻,92,2017-12-30,2D,中国,杨广福 Guang Fu Yang,http://www.cbooo.cn/p/2193675,徐巾淇 Jinqi Xu (voice);;;杨进 Jin Yang (voice);;;卢瑶 Yao Lu (voice);;;苏子芜 Ziwu Su (voice);;;陈帅 Shuai Chen (voice);;;王琪 Qi Wang (voice),";;;浙江新长城动漫有限公司  Zhejiang Xinchangcheng Dongman Co.,Ltd;;;诸暨美人鱼动漫有限公司 Zhuji Mermaid Animation Co., Ltd",";;;浙江新长城动漫有限公司  Zhejiang Xinchangcheng Dongman Co.,Ltd;;;诸暨美人鱼动漫有限公司 Zhuji Mermaid Animation Co., Ltd;;;北京环鹰时代文化传媒有限公司 Bei Jing HY Media Co., Ltd."
120,捍卫者,382,1032.1,战争/剧情/历史,101,2017-9-22,2D,中国,廖希 Xi Liao,http://www.cbooo.cn/p/2233736,白恩 En Bai;;;吕星辰 Xingchen Lv;;;赫子铭 Ziming He,";;;佳泽（上海）影视文化工作室 Jiaze(Shanghai)Media Studio;;;北京盛钰影视文化投资有限公司 Beijing Shengyu Film＆Television Culture Investment Co., Ltd.",";;;大地时代电影发行（北京）有限公司 Dadi Century Films Distribution（Beijing）Co.,Ltd;;; 爱微笑文化传媒（北京）有限公司 Aiweixiao Culture Media (Beijing)Co.,Ltd;;;猎海数字电影院线（北京）有限公司 Beijing Liehai Entertainment Co.,Ltd"
121,推理笔记,791,1022.3,剧情/悬疑/爱情,95,2017-11-24,2D,中国,张天辉 Tian-hui Zhang,http://www.cbooo.cn/p/2254750,陈都灵 Duling Chen;;;林柏宏 Bohong Lin;;;汪铎 Tony;;;郝邵文 Hao Shaowen;;;金士杰 Shijie Jin;;;王刚 Gang Wang;;;宋周玲 Julie Song,";;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd;;;霍尔果斯乐视影业有限公司 Horgos Le Vision Pictures Co.,Ltd;;;霍尔果斯乐漾影视传媒有限公司",";;;霍尔果斯乐视影业有限公司 Horgos Le Vision Pictures Co.,Ltd;;;乐视影业（天津）有限公司 Le Vision Pictures (Tianjin) Co.,Ltd"
122,异兽来袭,204,1011.1,科幻/灾难/惊悚,87,2017-6-9,2D,中国,陈海帆 Haifan Chen,http://www.cbooo.cn/p/2174966,甘于晓雪 Xiaoxue Ganyu;;;于博宁 Boning Yu;;;杨祖青 Zuqing Yang;;;于佳 Jia Yu;;;尹大为 Dawei Yin;;;黄榛 Zhen Huang;;;王斯琼 Siqiong Wang;;;邢硕 Shuo Xing;;;张军 Jun Zhang;;;诗梓佳 Zijia Shi,";;;中广德丰文化传媒（北京）有限公司 Zhongguang Defeng Media （Beijing） Co.,Ltd;;;北京图傲文化传播有限责任公司 Beijing Tuao Media Co.,Ltd;;;北京创琇得洺影视文化传媒有限公司 Beijing Chuangxiu Deming Entertainment Co.,Ltd;;;海宁嘻嘻哈哈影视文化有限公司 Haining Xixi Haha Entertainment Co.,Ltd",";;;大顺（北京）影视文化有限公司 Dashun(Beijing)Media Co.,Ltd"
123,美容针,751,1005.8,爱情/剧情,97,2017-5-19,2D,中国,黄美娜 Mi-na Hwang,http://www.cbooo.cn/p/2277601,杜天皓 Calvin Tu;;;闫妮 Ni Yan;;;宋伊人 S.Ireine;;;张亦驰 Yichi Zhang;;;赵毅新 Zhao Yixin,";;;万达影视传媒有限公司 Wanda Media Co., Ltd;;;北京大国文化传播有限公司;;; 北京博众未来文化传媒有限公司 Beijing Bozhong Weilai Media Co.,Ltd",";;;五洲电影发行有限公司 Wuzhou Film Distribution;;;万达影业（青岛）有限公司 Wanda Pictures（Qingdao）Co.,Ltd;;; 华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd"
124,仙球大战,702,981.7,喜剧/古装/运动,84,2017-6-30,2D,中国,刘镇伟 Jeffrey Lau,http://www.cbooo.cn/p/327,何炅 Jiong He;;;钟欣潼 Gillian Chung;;;蔡卓妍 Charlene Choi;;;马丽 Li Ma;;;杜海涛 Haitao Du;;;李维嘉 Weijia Li;;;吴昕 Orfila;;;邓丽欣 Stephy Tang;;;林子聪 Chi Chung Lam;;;李菁 Jing Li;;;元奎 Corey Yuen;;;袁祥仁 Cheung-Yan Yuen;;;沈凌 Ling Shen;;;刘维 Wei Liu;;;柴格 Ko Chai;;;杨迪 Di Yang;;;容祖儿 Joey Yung;;;谭耀文 Patrick Tam,";;;丹东凤城乾艺影视有限公司 Dandong Fengcheng Qianyi Co.,Ltd",";;;江苏安石英纳电影发行有限公司 Jiangsu Anshi Yingna Movie Distribution Co.,Ltd;;; 华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd;;;无锡星皓东方文化投资企业（有限合伙） Wuxi Xinghao Dongfang Cultural investment enterprises (limited partnership);;;北京安石英纳影视文化有限公司 Beijing Anshi Yingna Entertainment Co.,Ltd"
